moves,shallow,deep
27,0.03701026119402985,0.024592717217484003
28,-0.027358325559701482,-0.019437549973347533
29,0.0015600013326226014,0.007872468017057564
30,-0.026667027585287842,-0.008270589019189763
31,0.024851745735607667,0.02392973747334754
32,-0.013610657649253727,0.023420009328358207
33,0.05102195495735608,0.055678638059701496
34,-0.009098897254797428,0.030592017590618335
35,0.041686100746268655,0.07133195628997868
36,0.030592017590618335,0.02075726279317698
37,0.06324460287846481,0.060414445628997865
38,-0.017266624466950948,-0.004548407515991476
39,0.06911147388059702,0.07028334888059702
40,-0.020944246401918973,-0.0107421875
41,0.039184101812366735,0.01606809701492537
42,-0.005258861940298509,-0.007156183368869931
43,0.07288446162046908,0.07442280783582086
44,0.04942738872601279,0.04903676372601278
45,0.08889092484008529,0.08018556769722814
46,0.05849463619402985,0.05686883662046909
47,0.08488472814498932,0.07763526119402983
48,0.02798840618336887,0.04741013126332623
49,0.08395522388059701,0.0861140724946695
50,0.031459471615138596,0.03565431769722815
51,0.08495968816631129,0.08526869003198294
52,0.03504297707889125,0.011528851279317711
53,0.19790278518123666,0.18370702292110874
54,0.10130597014925372,0.13035506063432833
55,0.22182169509594885,0.20954324360341148
56,0.14960062966417909,0.1489867903784648
57,0.20691631130063964,0.17123700692963753
58,0.08373367537313432,0.08614405650319827
59,0.22082722547974412,0.16611140724946694
60,0.13465526719083154,0.10746060434434966
61,0.1621934968017057,1
62,0.06660239538912578,1
63,1,1
64,1,1
5,0.013765158582089551,0.0
6,0.024362006929637525,-0.006191697761194028
7,-0.018983208955223884,-0.018886593816631134
8,-0.00619169776119403,-0.004223580756929635
9,-0.018886593816631134,-0.019129797441364595
10,-0.015546708422174841,-0.010914595549040514
11,-0.02533981876332623,-0.012382562633262255
12,-0.021821278651385927,-0.01588444496268656
13,-0.0063332889125799555,-0.00041977611940298594
14,-0.04229535914179104,-0.044620785581023455
15,-0.02335587686567164,-0.012414212420042642
16,-0.0824114638859275,-0.08623067697228146
17,-0.059467450692963754,-0.04445628997867804
18,-0.08851362606609807,-0.08971840018656717
19,0.011465551705756931,0.010523554104477615
20,-0.043989872068230275,-0.04230243869936034
21,0.025402285447761193,0.03444163113006397
22,-0.044353011727078895,-0.04839793776652452
23,0.014415644989339026,0.010310334488272913
24,-0.02567963752665245,-0.01909190098614072
25,0.04851829024520256,0.053511460554371004
26,-0.0011194029850746176,0.012135611007462691
27,0.08057535980810236,0.09653601412579957
28,0.036366021455223885,0.08192505663646056
29,0.11195195895522388,0.13312066897654584
30,0.05068380197228146,0.09719149786780384
31,0.10861373933901919,0.134765625
32,0.05348064365671641,0.05865205223880597
33,0.12884045175906184,0.14491604477611938
34,0.047158182302771856,0.05318829957356077
35,0.07994402985074625,0.08071028784648188
36,0.016999683502132195,0.010839635527718546
37,0.06280733608742003,0.06174540245202559
38,-0.003536863672707893,0.005746518523454163
39,0.039214085820895514,0.04735474413646055
40,-0.0627069729477612,-0.033080690298507465
41,0.02617853811300639,0.030210554371002125
42,-0.11497201492537314,-0.0603336553837953
43,-0.005557036247334755,-0.0017274120469083151
44,-0.08384944696162046,-0.03122667910447761
45,0.06302472014925373,0.07631596481876332
46,-0.06224222081556501,-0.035535214552238806
47,0.04581389925373133,0.07497084888059702
48,-0.01578366537846482,0.00934709821428572
49,0.08949393656716416,0.09738472814498933
50,0.0038083855277185486,0.02725463086353945
51,0.14145788912579957,0.14618203624733472
52,-0.01858258928571429,0.01578366537846481
53,0.06915061966950957,0.09755630330490404
54,-0.0714627198827292,-0.03804512593283582
55,0.04813765991471214,0.06615138592750533
56,-0.058596665111940296,0.0199268723347548
57,0.14301955623667376,0.2044659514925373
58,-0.006428654717484015,0.05972564632196161
59,0.14741138059701492,0.18547274786780382
60,0.021830440431769727,0.08607117870469082
61,0.1977945095948827,1
62,0.16493745002665244,1
63,1,1
64,1,1
5,0.013765158582089551,-1.1384122811097797e-18
6,0.021366937633262258,0.008159398320895522
7,-0.004920708955223884,-0.0024653518123667374
8,0.004389742137526655,-0.0038104677505330503
9,0.0031166711087420064,0.008117337420042642
10,-0.009024353678038378,-0.019268057036247337
11,-0.012365071961620467,-0.003977045575692964
12,-0.037213069696162046,-0.028224113805970147
13,-0.030985974147121537,-0.03434834754797442
14,-0.038875932835820894,-0.04493520122601279
15,0.007492670575692965,0.019296375266524522
16,-0.028746335287846488,-0.03668002065565031
17,0.028822128198294227,0.030317164179104468
18,-0.037833988539445626,-0.025969066497867805
19,0.05119769456289978,0.04390158582089551
20,-0.011332289445628998,-0.016397088219616204
21,0.05616254664179103,0.06784548240938165
22,-0.02028709688166312,0.00496193696695095
23,0.06681769722814497,0.04324027185501065
24,-0.021189532249466955,0.013843866604477603
25,0.019128964552238798,0.03583921908315565
26,0.0009990505063965848,0.016563666044776118
27,0.06559168443496802,0.06429904051172708
28,0.021880830223880595,0.014876649120469085
29,0.07162763192963753,0.0681403251599147
30,-0.043248600746268656,-0.04860782582622601
31,0.019682835820895524,0.010710121268656721
32,-0.009280883528784652,-0.02605110607675906
33,0.04011610474413646,0.017665578358208953
34,-0.01022163179637526,-0.018491804371002132
35,0.003906250000000005,0.007317763859275059
36,-0.041110157915778246,-0.04971931636460554
37,0.04119303038379532,0.032829157782515994
38,-0.052314598880597016,-0.029737056902985066
39,0.04851246002132195,0.04165445095948826
40,-0.03377115538379531,-0.020105527052238795
41,0.010938332889125803,0.02298274253731343
42,-0.08587628264925372,-0.06369727811833689
43,0.04562733208955224,0.042398220948827295
44,-0.07366571162046909,-0.07651877332089552
45,0.09027851812366738,0.07933102345415778
46,-0.1122817830490405,-0.11552546974946694
47,-0.0222747867803838,-0.02126865671641791
48,-0.08641807702558633,-0.09094816098081022
49,-0.05734025186567163,-0.03199127132196161
50,-0.16023953891257994,-0.16729036180703621
51,-0.004704157782515988,-0.008790311833688683
52,-0.1126644956023454,-0.12330048973880597
53,-0.034979677505330486,-0.06545675639658846
54,-0.12279284381663111,-0.13673332555970147
55,-0.0045892190831556545,-0.0019006529850746287
56,-0.13561392257462684,-0.14171858342217483
57,0.028996202025586348,0.014885394456289978
58,-0.1296770888859275,-0.14362048574093816
59,0.01650786247334754,-0.008015724946695106
60,-0.10522179837420041,-0.07584163446162046
61,0.03783981876332621,1
62,0.004363506130063962,1
63,1,1
64,1,1
5,0.013765158582089551,-1.1384122811097797e-18
6,0.010140841551172708,0.012828991204690832
7,0.01103078358208955,0.0024670175906183374
8,0.015240205223880605,0.013173807302771859
9,0.013428671375266526,0.01295142590618337
10,-0.00523137659914712,0.006859674840085287
11,0.011702092217484009,0.011497201492537315
12,-0.005733608742004261,-0.0038100513059701503
13,0.04362340085287847,0.04026519189765458
14,0.041050606343283585,0.036152801839019186
15,0.0736240671641791,0.06095499067164179
16,0.03250474746801705,0.021197861140724947
17,0.05398287579957356,0.052165511727078895
18,0.015031566497867806,0.007785014658848613
19,0.07765525053304904,0.07698227611940298
20,0.03824710154584222,0.023146821695095958
21,0.10145172574626864,0.1001615804904051
22,0.023291327958422176,0.028390275186567164
23,0.04848414179104477,0.04836004131130064
24,0.003817963752665257,-0.0002561134061833698
25,0.0402252132196162,0.030956823027718555
26,-0.022074476945628994,-0.011339785447761196
27,0.020539045842217492,0.036268989872068225
28,-0.040400536380597006,-0.05109483275586353
29,0.01921808368869936,0.00815065298507462
30,-0.03804346015458422,-0.039295708955223885
31,0.018871601812366738,0.019010694296375273
32,-0.0878677205490405,-0.09208630397121535
33,-0.005993470149253718,-0.06589319029850746
34,-0.16468966551172706,-0.15537879797441362
35,-0.08580923507462684,-0.10169659514925372
36,-0.2031603977878465,-0.18181469882729212
37,-0.09487523320895523,-0.10123267590618334
38,-0.2121181203358209,-0.18472189832089553
39,-0.0827991737739872,-0.10435184568230275
40,-0.1954778284914712,-0.1704844916044776
41,-0.0625016657782516,-0.08067697228144989
42,-0.15308710354477612,-0.15212719882729211
43,-0.022431369936034114,-0.060326159381663115
44,-0.16041736074093815,-0.1617553971215352
45,-0.05283182302771856,-0.08145988805970149
46,-0.17345374133795305,-0.17188332889125796
47,-0.0804537579957356,-0.13902751865671642
48,-0.20322328091684433,-0.19717400719616202
49,-0.08380946828358207,-0.12984408315565032
50,-0.2041706922974413,-0.22163554437633262
51,-0.0312549973347548,-0.06866671108742003
52,-0.09687791511194029,-0.1225113272921109
53,-0.04917127531982942,-0.07229311034115138
54,-0.17120035980810233,-0.171035447761194
55,-0.03354544243070363,-0.048235940831556495
56,-0.1197061567164179,-0.1466430403784648
57,-0.042729710820895515,-0.06749566897654583
58,-0.15491612806503197,-0.16375974480277183
59,-0.0970465751599147,-0.0797074893390192
60,-0.13908790311833685,-0.1671850013326226
61,-0.10640325159914713,-1
62,-0.1671850013326226,-1
63,-1,-1
64,-1,-1
5,0.013765158582089551,-1.1384122811097797e-18
6,0.024362006929637525,-0.006191697761194028
7,-0.018983208955223884,-0.018886593816631134
8,-0.006191697761194028,-0.004223580756929635
9,0.005665311833688694,0.009683168976545836
10,0.013936733742004263,0.0028055870202558612
11,0.002442030916844345,0.009905550373134325
12,-0.00039603877931769504,0.01656658115671642
13,0.009905550373134325,0.01408915245202558
14,-0.015974813432835817,-0.0054383495469083176
15,0.008382196162046912,0.028688865938166316
16,-0.03118461820362474,-0.013614822094882729
17,-0.0076250999466951,0.010384461620469083
18,-0.022140691631130065,-0.015173990538379539
19,0.007554304371002131,0.017764692164179106
20,-0.006906316631130064,0.0051380930170575705
21,0.006180037313432837,0.02094049840085287
22,-0.000832889125799572,-0.008905250533049046
23,0.04681336620469083,0.04858242270788913
24,0.017117120868869937,0.018205706956289966
25,0.04689748800639659,0.037245135927505335
26,0.006436567164179103,1.4575559701496266e-05
27,0.05903018390191898,0.06453807969083156
28,-0.052900536380596996,-0.06647579624200427
29,0.007789179104477613,0.010339485607675912
30,-0.08132454357675906,-0.08919826092750534
31,-0.046998267590618335,-0.060159581556503194
32,-0.11656533182302771,-0.1175727112206823
33,-0.03531033448827291,-0.03569263059701491
34,-0.09829882396055437,-0.09613081356609808
35,-0.059514925373134325,-0.06271238672707889
36,-0.14246110407782514,-0.13956972947761193
37,-0.0558402185501066,-0.06635794243070361
38,-0.12685484408315567,-0.14459704824093814
39,-0.10852045575692962,-0.1142474013859275
40,-0.15789953691364603,-0.15867245802238805
41,-0.05033232276119402,-0.0619019856076759
42,-0.18773320895522386,-0.20301089418976542
43,-0.06355110607675907,-0.06080840218550107
44,-0.16684809768123665,-0.1737860640991471
45,-0.05574860074626867,-0.07606276652452025
46,-0.1505592850479744,-0.16650952825159912
47,-0.06332622601279318,-0.061596315298507454
48,-0.17333505463752663,-0.1841942630597015
49,-0.08604827425373135,-0.09391324626865671
50,-0.15900644656183366,-0.18038546108742
51,-0.09377498667377399,-0.12153268256929635
52,-0.1949318696695096,-0.1964339852078891
53,-0.05029984008528786,-0.053319896055437105
54,-0.16543301905650318,-0.16357859141791042
55,0.011873667377398712,-0.02487923107675906
56,-0.1794863572761194,-0.16022329757462686
57,0.009262559968017055,0.0027352078891258007
58,-0.09716567830490402,-0.10802030583688699
59,-0.035541044776119406,-0.08872851146055435
60,-0.16269239738805968,-0.15946120402452021
61,-0.11062516657782512,-1
62,-0.13147612939765455,-1
63,-1,-1
64,-1,-1
5,0.013765158582089551,0.0
6,0.024362006929637525,-0.006191697761194028
7,-0.018983208955223884,-0.018886593816631134
8,-0.006191697761194028,-0.004223580756929635
9,-0.008882762526652457,-0.009494936034115137
10,-0.010104610874200426,-0.01004047841151386
11,-0.007922441364605542,-0.004949860074626866
12,-0.0374962519989339,-0.03754372667910447
13,-0.03798140991471216,-0.016494536247334754
14,-0.04102728544776119,-0.044607459355010655
15,-0.03628065031982942,-0.03501382595948828
16,-0.05710079624200427,-0.0574368670042644
17,-0.025461420575692967,-0.027840151918976555
18,-0.06861757062899787,-0.06651577492004265
19,-0.001815698294243065,7.579291044775005e-05
20,-0.036433901918976545,-0.03886760394456291
21,0.00248367537313433,-0.006178371535181235
22,-0.03420134261727079,-0.031197111540511725
23,0.0047024920042643935,-0.0012601612473347595
24,-0.020972148187633266,-0.04051922308102346
25,0.014756296641791046,-0.001992270788912575
26,-0.042817164179104486,-0.05224172108208955
27,0.02964918710021322,0.01761643789978678
28,-0.03207206156716416,-0.03819962686567164
29,0.0466717750533049,0.03912080223880597
30,-0.0447248967217484,-0.04547449693496802
31,-0.008250599680170577,-0.012348414179104476
32,-0.07204116138059702,-0.06315714952025586
33,-0.026749067164179102,-0.03559934701492537
34,-0.07143315231876332,-0.09534290045309168
35,0.050291511194029845,0.03956889658848613
36,-0.0160401952292111,-0.04186100746268656
37,0.06716251332622601,0.08640558368869936
38,-0.00895314165778252,-0.006855926839019186
39,0.06523520788912579,0.06222431369936035
40,-0.05943163646055437,-0.04904967350746267
41,0.07763026385927504,0.0792877132196162
42,0.035978311567164176,0.06834021855010661
43,0.13545109275053305,0.10650319829424308
44,0.016714835421108735,0.019971431902985087
45,0.06957122867803837,0.0714918710021322
46,0.004300623001066095,0.020479494269722818
47,0.12371568496801703,0.15710121268656713
48,-0.024297041577825168,-0.01707672574626866
49,0.14811683768656714,0.16154717484008527
50,-0.008120252531982952,-0.007116204690831553
51,0.024673507462686567,0.030977645255863537
52,-0.03486682102878465,-0.04663221281982942
53,0.003016724413646057,-0.039440631663113
54,-0.03756746401918977,-0.07495044309701492
55,0.007552638592750535,-0.04994003198294243
56,-0.057602611940298504,-0.07131196695095948
57,-0.03041128065031983,-0.08191631130063966
58,-0.10522429704157782,-0.11921850013326224
59,-0.09259894722814499,-0.09990671641791045
60,-0.11921850013326224,-0.1193305237206823
61,-0.11801289312366738,-1
62,-0.18559476612473344,-1
63,-1,-1
64,-1,-1
5,0.013765158582089551,0.0
6,0.021366937633262258,0.008159398320895518
7,0.02553638059701492,0.017574793443496804
8,0.027892623933901916,0.027334588219616204
9,0.017574793443496804,0.015546708422174836
10,0.006767640591684435,0.007886627132196159
11,0.012918110341151385,0.013686034115138591
12,0.005651569163113007,-0.0012680736940298503
13,0.05024903384861407,0.056769722814498935
14,-0.002084305037313435,5.455423773987125e-05
15,0.01694429637526652,0.02236390591684435
16,-0.028458988539445628,-0.021199110474413634
17,0.009522421375266519,0.008470482409381665
18,-0.032270289179104475,-0.04738722681236674
19,0.017950426439232416,0.019688666044776114
20,-0.012156433235607677,-0.013519039845415776
21,0.0738048041044776,0.07619769456289979
22,0.004490938166311297,-0.001587070229211087
23,0.041019789445628986,0.05173657382729211
24,-0.018971548507462688,-0.011029950692963754
25,0.11894323027718548,0.09756629797441363
26,-0.05857917444029851,-0.061596315298507454
27,-0.032557635927505324,-0.03181136727078891
28,-0.07836112406716417,-0.11687724880063965
